tweet,date,retweet,like,year_month,year,sentiment,new_tweet_text,period,month_year
i feel so bad for the other members  youngmin should really reflect on his mistake  drunk drive is a very sensitive topic especially in malaysia now  luckily no one was injured ,2020-04-06,1,1,2020-06,2020,0,I feel bad really reflect mistake drunk drive sensitive topic especially luckily one injure,during,2020-04
i feel so heartbroken right now  that photo of najib and zahid hamidi together makes me feel hopeless  am i really going to begin my adulthood in malaysia with these people in power  they are not for the people  they are not for the b40  they never were ,2020-04-06,1,1,2020-06,2020,0,I feel heartbroken right photo together I feel hopeless I really go begin adulthood people power people never,during,2020-04
they ll shame you and call you broke  meanwhile they go about pushing drugs in cyrus and malaysia ,2020-09-05,2,1,2020-05,2020,0,shame call break meanwhile go push cyrus,during,2020-09
why are we looking at germany for guidance on coronavirus when we could be looking at malaysia  singapore and vietnam germany s a dismal failure when compared with nations outside of the eu germany 103 deaths   million singapore 4 malaysia 4 vietnam 3  lbc,2020-02-06,0,1,2020-06,2020,0,look guidance could look dismal failure outside eu million,during,2020-02
is miss malaysia giving us a bad rep or is she actually a true representation,2020-05-06,1,1,2020-06,2020,0,miss give bad rep actually true representation,during,2020-05
sick and tired of reading the  herp derp   you are a tenant   herp derp we own tanah melayu  shaddap pendatang crap  ps  it s not malaya   it is called malaysia  we worked together to build our country ,2020-01-06,0,1,2020-06,2020,0,sick tired read tenant crap work together build country,during,2020-01
i just woke up from sleep 30 mins ago and found out tun m was trending in malaysia   i got nervous instantly,2020-02-23,1,1,2020-02,2020,0,I wake sleep ago find tun I get nervous instantly,during,2020-02
wayv dropping their hopes everywhere about visiting malaysia and singapore don’t make me nervous guys please i have a weak heart,2020-10-01,0,1,2020-01,2020,0,drop everywhere visit make I nervous please I weak heart,during,2020-10
good morning 2 beyoncé bad morning to the person in charge of the existence of mpu in malaysia    there are no good mornings in the stone age  ,2020-05-15,1,1,2020-05,2020,1,good morning bad morning person charge existence good morning stone age,during,2020-05
it s been 15 days since the tracking info was updated for my expensive yeoreum pc   it hasn t said it arrived to the us yet even tho it left malaysia on july 8 i am nervous,2020-07-24,0,1,2020-07,2020,0,day since expensive say yet even tho leave I nervous,during,2020-07
y’all in public school in malaysia they would do weekly nail length checks    and basically you couldn’t have white tips at all and if you did the teacher would cut your nails in front of the class    ,2020-11-20,0,1,2020-11,2020,0,public school would weekly nail length basically white teacher would cut front class,during,2020-11
kinda clueless and scared with what s going on in malaysia rn  so i decided to check  nrlsaid  s playlists on spotify because idk what to do  just so yknow i like manic pixie dream girl,2020-02-23,0,1,2020-02,2020,1,go I decide check I like manic pixie dream girl,during,2020-02
  no shame on itunes   21 poland  22 greece  36 united kingdom  39 turkey  65 united states  100 belgium  101 malaysia  109 netherlands  121 canada  138 italy  158 austria  227 spain,2020-06-02,0,1,2020-02,2020,1,shame united kingdom turkey united canada,during,2020-06
my 1st tweet may 2015 selangor mbpj failure  kl dbkl failure fake donations  retailers  shops no signboards shops unregistered signboards every where malaysia boleh  シャイニーゲイ  インスタ写真部   beautiful  unicef  カメラ女子  swiss  tehtarik  emcee  cosplayer  blerd  fashion,2020-08-07,1,1,2020-07,2020,0,tweet may failure failure fake unregistered every beautiful swiss emcee fashion,during,2020-08
nak nangis la   teacher buat aku jeles  i know teacher is happy with her son being able to go to japan for 4 years after 2 years of preparation in malaysia   i hv the dream to go there but when i ll try to foresee it  end up with too many high lvl of insecurities nervous anxiety,2020-07-22,0,1,2020-07,2020,1,nak la teacher aku I know teacher happy son able go japan preparation I dream go I try foresee end many high nervous anxiety,during,2020-07
btw i think in malaysia je  org found guilt can still be socially politic active is it  gila,2020-12-16,0,0,2020-12,2020,1,I think find guilt still socially politic active,during,2020-12
damn miss going out from malaysia so bad        ,2020-12-20,1,0,2020-12,2020,0,damn miss go bad,during,2020-12
given how much malaysia and singapore is closely tied together   whatever that is bad for malaysia is also bad for us    and vice versa   ,2020-12-22,0,0,2020-12,2020,0,give much closely tie together whatever bad also bad vice,during,2020-12
i found university for my study in malaysia  but i have to go for another 2 years in malaysia and a year in uk to complete my msc forensic audit   accounting  i am tired  i am unemployed  i am broke ,2020-12-22,0,0,2020-12,2020,0,I find university study I go another year complete forensic audit accounting I tired I unemployed I break,during,2020-12
malaysia s central bank has unexpectedly cut the overnight policy rate by 25bps to 2 75  as  a pre emptive measure to secure the improving growth trajectory amid price stability ,2020-01-22,2,0,2020-01,2020,1,central bank unexpectedly cut overnight policy rate measure secure improve growth trajectory amid price stability,during,2020-01
man utd formation set up for failure  manutd  mufc malaysia,2020-12-26,0,0,2020-12,2020,0,man formation set failure,during,2020-12
politicians in malaysia annoy me  although i’m liberal and therefore probably more aligned to the opposition  i don’t agree with all of their policies  many pols in opposition are just as self serving as those in umno ,2020-12-23,0,0,2020-12,2020,0,annoy I although I liberal therefore probably opposition I agree many opposition self serve,during,2020-12
rt tourismmalaysia  9 luxe eco friendly resorts in malaysia for a guilt free getaway from the datai langkawi to sukau rainforest lodge  discover how these 9 luxe eco friendly resorts are changing the sustainable travel landscape in malaysia   1 3   cuticutimalaysia  staysafe …,2020-07-12,0,0,2020-12,2020,1,luxe friendly guilt free getaway lodge discover luxe friendly sustainable travel landscape,during,2020-07
the real test is not whether you avoid this failure  because you won t  it s whether you let it harden or shame you into inaction  or whether you learn from it  whether you choose to persevere   motivation  malaysia  spreadpositivity,2020-12-18,0,0,2020-12,2020,0,real test whether avoid failure win whether let harden shame inaction whether learn whether choose persevere motivation,during,2020-12
tired living in malaysia but my time didn’t come yet to migrate from this land tired with the government that are not being serious with people and didnt care about military to take of this country,2020-12-23,0,0,2020-12,2020,0,tired live time come yet migrate land tired government serious people care military take country,during,2020-12
